a,b
General Merchandise Stores,0.27222686621317727
Limited-Service Restaurants Fast casual restaurants,0.10929138864533555
"Salons, Drycleaning/Laundry, & Pet Care",0.10919589919250416
Unknown,0.09896411856097476
"Arts, Entertainment and Recreation",0.06857308542588031
