a,b
"Arts, Entertainment and Recreation",0.30400945941376606
"Salons, Drycleaning/Laundry, & Pet Care",0.16433548358030017
Food and Beverage Stores,0.07482361314602448
Health and Personal Care Stores,0.06261027261211392
Limited-Service Restaurants Fast casual restaurants,0.061411641560868015
