a,b
"Arts, Entertainment and Recreation",0.15974702859184955
Health and Personal Care Stores,0.140808959354074
General Merchandise Stores,0.11030054774032415
Unknown,0.08966497491392456
Furniture and Home Furnishings Stores,0.08605991577060992
