a,b
General Merchandise Stores,0.22909506931945356
"Salons, Drycleaning/Laundry, & Pet Care",0.12269549037564019
Limited-Service Restaurants Fast casual restaurants,0.10726806602948893
Unknown,0.10668498550004467
"Arts, Entertainment and Recreation",0.06599447385379208
