a,b
General Merchandise Stores,0.17908902212027902
"Arts, Entertainment and Recreation",0.15753908184125384
Health and Personal Care Stores,0.09133117389492175
Limited-Service Restaurants Fast casual restaurants,0.08759723949611146
Finance and Insurance,0.08683366011012805
