a,b
General Merchandise Stores,0.2547707180487303
"Salons, Drycleaning/Laundry, & Pet Care",0.19851355850425517
Limited-Service Restaurants Fast casual restaurants,0.1016808171074562
Unknown,0.06568226526126264
"Arts, Entertainment and Recreation",0.06379795740641354
