a,b
Gaming Industries,0.20616947960122975
Other Services,0.13538460562064725
Limited-Service Restaurants Fast casual restaurants,0.1297030770950542
General Merchandise Stores,0.08373834346553122
Clothing and Clothing Accessories Stores,0.08223198414078459
