a,b
Clothing and Clothing Accessories Stores,0.2292017060835597
Furniture and Home Furnishings Stores,0.20025315264305577
General Merchandise Stores,0.13516100692778144
"Salons, Drycleaning/Laundry, & Pet Care",0.07987446779874607
Unknown,0.06707629222625652
