a,b
"Salons, Drycleaning/Laundry, & Pet Care",0.3002891262307605
General Merchandise Stores,0.1768452683802979
Postal Service,0.1402061174472775
Limited-Service Restaurants Fast casual restaurants,0.11354392410258674
Food and Beverage Stores,0.08936676915000931
